x,y
0,5.83737564087
1,5.45509910583
2,5.24495697021
3,5.0642747879
4,4.8877248764
5,4.73590898514
6,4.59597826004
7,4.47181129456
8,4.3590426445
9,4.25926494598
10,4.16881847382
11,4.08725214005
12,4.01220369339
13,3.94560694695
14,3.88403511047
15,3.82720541954
16,3.77549242973
17,3.72879838943
18,3.68608736992
19,3.64642214775
20,3.60961079597
21,3.57523775101
22,3.5425388813
23,3.5130045414
24,3.48376083374
25,3.45579719543
26,3.42944836617
27,3.40511703491
28,3.38206291199
29,3.3603553772
30,3.33991718292
31,3.3199160099
32,3.30025291443
33,3.28219032288
34,3.26514148712
35,3.24836874008
36,3.23237323761
37,3.21740436554
38,3.20290875435
39,3.18894505501
40,3.17574977875
41,3.16323709488
42,3.15122175217
43,3.1394765377
44,3.12765145302
45,3.11591768265
46,3.10508608818
47,3.09467434883
48,3.0845489502
49,3.07447004318
50,2.61319041252
51,2.58914923668
52,2.58328270912
53,2.57837200165
54,2.57199835777
55,2.56717061996
56,2.56679940224
57,2.56438016891
58,2.56118154526
59,2.55840301514
60,2.5577776432
61,2.55498695374
62,2.5528447628
63,2.5525701046
64,2.55172586441
65,2.54994559288
66,2.54842090607
67,2.5473690033
68,2.54715180397
69,2.54588770866
70,2.54420924187
71,2.54206466675
72,2.54018783569
73,2.53799581528
74,2.53540182114
75,2.53418755531
76,2.53310155869
77,2.5321624279
78,2.52994441986
79,2.52859520912
80,2.52766442299
81,2.52627325058
82,2.52492690086
83,2.52349495888
84,2.52239441872
85,2.52089881897
86,2.51969718933
87,2.51890516281
88,2.51782846451
89,2.51677131653
90,2.51557517052
91,2.51432490349
92,2.5132791996
93,2.51251173019
94,2.5116713047
95,2.51021838188
96,2.50984454155
97,2.50877809525
98,2.50783705711
99,2.50678992271
100,2.4464302063
101,2.44016218185
102,2.43855547905
103,2.43848204613
104,2.4367723465
105,2.43785476685
106,2.43834328651
107,2.43742108345
108,2.43561887741
109,2.43399405479
110,2.43417572975
