x,y
0,5.83394193649
1,5.46246957779
2,5.27545690536
3,5.10312223434
4,4.94632720947
5,4.7998957634
6,4.66445302963
7,4.53926229477
8,4.43231916428
9,4.33504486084
10,4.2496843338
11,4.16916847229
12,4.09923362732
13,4.03388166428
14,3.97514510155
15,3.9189555645
16,3.86905741692
17,3.82486796379
18,3.78260564804
19,3.74347877502
20,3.70645475388
21,3.67183470726
22,3.6402785778
23,3.60989689827
24,3.58067464828
25,3.55440664291
26,3.52937531471
27,3.50519299507
28,3.48266243935
29,3.46136713028
30,3.44111800194
31,3.4223575592
32,3.4043006897
33,3.38716101646
34,3.37028241158
35,3.35366654396
36,3.33782505989
37,3.32334733009
38,3.3089017868
39,3.29529047012
40,3.28224229813
41,3.26929426193
42,3.25661659241
43,3.2451376915
44,3.23354673386
45,3.22256565094
46,3.21192741394
47,3.20164656639
48,3.19162297249
49,3.1818459034
50,2.73252177238
51,2.71152734756
52,2.70001864433
53,2.69245791435
54,2.68914246559
55,2.6883456707
56,2.68597173691
57,2.6852414608
58,2.68320441246
59,2.68130540848
60,2.68050813675
61,2.68052482605
62,2.67875862122
63,2.67801952362
64,2.67525863647
65,2.67285895348
66,2.67207407951
67,2.67056775093
68,2.66880583763
69,2.66735887527
70,2.66591691971
71,2.66521501541
72,2.66367745399
73,2.66230988503
74,2.66080117226
75,2.6594517231
76,2.65828347206
77,2.65639472008
78,2.65504407883
79,2.65432500839
80,2.65313100815
81,2.6510424614
82,2.64915132523
83,2.64836740494
84,2.64736485481
85,2.64662861824
86,2.64548230171
87,2.64400362968
88,2.64252090454
89,2.64131498337
90,2.63973164558
91,2.6385781765
92,2.637611866
93,2.63645815849
94,2.63524222374
95,2.63398170471
96,2.63339972496
97,2.63191175461
98,2.63097071648
99,2.62993121147
100,2.59244704247
101,2.58370399475
102,2.57450389862
103,2.57115936279
104,2.5713262558
105,2.56927609444
106,2.5681245327
107,2.56720232964
108,2.56570720673
109,2.56652784348
110,2.56555628777
111,2.56523919106
112,2.56399846077
113,2.56395578384
114,2.56448292732
115,2.56336212158
116,2.56398844719
117,2.56357312202
118,2.56325030327
119,2.56179952621
120,2.56142950058
121,2.56050777435
122,2.5588092804
123,2.55840492249
124,2.55855488777
125,2.55768203735
126,2.55649590492
127,2.55573034286
128,2.55472970009
129,2.55451750755
130,2.55411434174
131,2.55393958092
132,2.55348324776
133,2.55326652527
134,2.55227136612
135,2.55161762238
136,2.55111217499
137,2.5506503582
138,2.55009770393
139,2.54918575287
140,2.54849433899
141,2.54799389839
142,2.54780292511
143,2.54762864113
144,2.54739117622
145,2.54678344727
