x,y
0,5.57479078121
1,5.35130582681
2,5.19830903298
3,5.07015759662
4,4.9459660283
5,4.80923888305
6,4.68137814293
7,4.56003268694
8,4.44876563701
9,4.34726631203
10,4.2553189366
11,4.17203785439
12,4.09662076256
13,4.0299923127
14,3.96637692917
15,3.90975162186
16,3.85756595807
17,3.80935364931
18,3.76520078439
19,3.72348748985
20,3.68544431501
21,3.65002245235
22,3.61674431081
23,3.58564782214
24,3.55582473882
25,3.52808690735
26,3.50240713868
27,3.4773722371
28,3.45350423445
29,3.43115334035
30,3.41009462155
31,3.39036628657
32,3.37106002218
33,3.35330055053
34,3.3358258729
35,3.31920474378
36,3.30388498431
37,3.28824838196
38,3.27387956387
39,3.26032056061
40,3.24716358154
41,3.23358817186
42,3.22072884174
43,3.20807890265
44,3.19636642594
45,3.18485119355
46,3.17377610416
47,3.16304200541
48,3.15241545099
49,3.14229000052
50,2.62368206703
51,2.62108492899
52,2.62462709429
53,2.62688911489
54,2.63011848554
55,2.62726467705
56,2.62717152306
57,2.62407381438
58,2.62145508016
59,2.62064534685
60,2.61958095288
61,2.6206893819
62,2.61973691124
63,2.61808883853
64,2.61758193785
65,2.61625282175
66,2.61430978023
67,2.61142914702
68,2.60982307121
69,2.60820773051
70,2.60591832918
71,2.60463022316
72,2.60343228432
73,2.60266602687
74,2.60110195315
75,2.6000158744
76,2.59852752247
77,2.59737859244
78,2.59589003868
79,2.59368981256
80,2.59267397561
81,2.59146440851
82,2.58980917141
83,2.58783236329
84,2.58709365531
85,2.5857339342
86,2.58342289766
87,2.58242443791
88,2.58102492167
89,2.58008148592
90,2.57865525981
91,2.57774330761
92,2.57670560987
93,2.57563220418
94,2.5743526029
95,2.57338445731
96,2.57197825881
97,2.57112695089
98,2.5702540757
99,2.56894376475
100,2.4936001996
101,2.4883586973
102,2.49128228176
103,2.49322805016
104,2.49820559607
105,2.49440963185
106,2.49359818958
107,2.49376257373
108,2.49421143753
109,2.49235545054
110,2.49210032334
111,2.49174073395
112,2.49141517269
113,2.49092751126
114,2.49148495849
115,2.48971135575
116,2.48995095705
117,2.49019863563
118,2.49012818651
119,2.48875709845
120,2.48847336441
121,2.48791983503
122,2.48787389652
123,2.48753684074
124,2.48736342083
125,2.48702965746
126,2.48655346235
127,2.48637689211
128,2.48577341619
129,2.48543554975
130,2.48507194669
131,2.48393951061
132,2.48422673845
133,2.48356332656
134,2.48291021213
135,2.48241091875
136,2.48101150191
137,2.48062738592
138,2.48026388355
139,2.47971957679
140,2.47891571461
141,2.47868671597
142,2.47884825637
143,2.4780821885
144,2.4774530395
145,2.47688250344
146,2.476376531
147,2.4761258252
148,2.47532686819
149,2.47503201045
150,2.4285871243
151,2.43195309374
152,2.42958186664
153,2.43037693948
154,2.42747947288
155,2.42986357023
156,2.43010839263
157,2.42733221309
158,2.42765589132
159,2.42630800619
160,2.42629639382
161,2.42693294065
162,2.42639110681
163,2.42642451349
164,2.42625761401
165,2.42687598102
166,2.42649207046
167,2.42727103236
168,2.42741286161
169,2.42808310392
170,2.42806908234
171,2.42771734678
172,2.42776376153
173,2.4274209845
174,2.42713313801
175,2.42723827796
176,2.42734145906
177,2.42702037093
178,2.42754182071
179,2.42733193694
180,2.42749539023
181,2.42716043593
182,2.42702323707
183,2.42656758319
184,2.4265875451
185,2.42658827412
186,2.42586858788
187,2.42552500669
188,2.42484190638
189,2.42473853894
190,2.42448547665
191,2.4246217449
192,2.42401362669
193,2.42371543046
194,2.42360489509
195,2.4233152437
196,2.42328723441
197,2.42294666555
198,2.42273042762
199,2.42250060688
200,2.40877777171
201,2.39027699295
202,2.38386150122
203,2.38637120911
204,2.38763740681
205,2.38700833388
206,2.38785798328
207,2.39115842003
208,2.39159291724
209,2.39303540162
210,2.39420551836
211,2.39311854997
212,2.39096551647
213,2.39046160812
214,2.38979555337
215,2.38928821479
216,2.38979800872
217,2.38957399908
218,2.38963810028
219,2.3903993349
220,2.39006139434
221,2.38949865023
222,2.38947452681
223,2.39020650368
224,2.39001944978
225,2.38997396326
226,2.38977444172
227,2.38991483637
228,2.38987184463
229,2.38989413902
230,2.3902319859
231,2.38992704046
232,2.38948019807
233,2.38912413878
234,2.38931313625
235,2.38939800041
236,2.38920417103
237,2.3891413873
238,2.38918627666
239,2.38940498427
240,2.38918939175
241,2.38933294179
242,2.38886003418
243,2.38906222447
244,2.38898425192
245,2.38900108992
246,2.38879282516
247,2.38883937367
248,2.38867979319
249,2.38841442902
250,2.36698595535
251,2.35742068844
252,2.36241294407
253,2.3623334555
254,2.36218343622
255,2.36056564322
256,2.35950720077
257,2.35954486319
258,2.35980673004
259,2.35909523307
260,2.36129406818
261,2.36101978485
262,2.36075881632
263,2.36126508055
264,2.36077506781
265,2.36188099799
266,2.36208918269
267,2.36309738046
