x,y
0,5.72981416941
1,4.93584824562
2,4.61546355247
3,4.25336003542
4,3.96635034442
5,3.73200672388
6,3.58138736129
7,3.43795845628
8,3.34023738742
9,3.2379812026
10,3.15996610761
11,3.1347250104
12,3.06237380743
13,3.01776693821
14,2.98974131107
15,2.95619958639
16,2.92508243799
17,2.87098311663
18,2.87008321166
19,2.84511419415
20,2.82367868662
21,2.79789629579
22,2.78062643051
23,2.79337969422
24,2.75892594934
25,2.73378180742
26,2.75324503541
27,2.72973221302
28,2.72686553955
29,2.72437807322
30,2.67609172463
31,2.69177460432
32,2.67419898033
33,2.64598334432
34,2.63295001626
35,2.63578279614
36,2.62510330677
37,2.63941398859
38,2.6367299211
39,2.63007897854
40,2.61889159679
41,2.60172534227
42,2.61136342168
43,2.59753355503
44,2.60386977792
45,2.59841522574
46,2.59318587899
47,2.55634644032
48,2.57176785231
49,2.56200249791
50,2.53031042576
51,2.52930495381
52,2.55061898589
53,2.53048224926
54,2.51446087837
55,2.54022941351
56,2.53211653471
57,2.54017368674
58,2.53008082271
59,2.51570099354
60,2.51493005514
61,2.51392529607
62,2.50944402695
63,2.51722026348
64,2.51952868938
65,2.51881222844
66,2.49426835299
67,2.51404896259
68,2.49980883241
69,2.49508922219
70,2.51210215211
71,2.49048501611
72,2.50382694006
73,2.49365660787
74,2.49851278067
75,2.48218243957
76,2.48480899215
77,2.48267785072
78,2.48009971499
79,2.47515726209
80,2.48893738627
81,2.47766181231
82,2.49445907354
83,2.47041540027
84,2.50576468229
85,2.46327364445
86,2.46211007595
87,2.45801594019
88,2.44811754107
89,2.47605704904
90,2.46446157575
91,2.45697497964
92,2.45352562547
93,2.4553856349
94,2.46881095529
95,2.44143702269
96,2.43966191411
97,2.4412546885
98,2.45405498862
99,2.4616807723
100,2.43435067892
101,2.41554189563
102,2.40103976011
103,2.41778068542
104,2.41201856732
105,2.42558684111
106,2.41863094449
107,2.43349428535
108,2.44012158751
109,2.41999515414
110,2.40567669153
111,2.41924348235
112,2.40457260847
113,2.41129424453
114,2.40623154759
115,2.42565724611
116,2.41766646624
117,2.40124361157
118,2.41802839518
119,2.40106473088
120,2.41221099257
121,2.42967472076
122,2.41302062273
123,2.4110759604
124,2.39833550453
125,2.42042425275
126,2.43994382143
127,2.40429655552
128,2.40576161385
129,2.41039829969
130,2.40551093698
131,2.40021004319
132,2.40646982431
133,2.42210549593
134,2.39868673801
135,2.40537207007
136,2.40045563936
137,2.38579351664
138,2.40992980957
139,2.39359677196
140,2.38211422682
141,2.40346534014
142,2.38728119493
143,2.39617661119
144,2.39143860221
145,2.39814436793
146,2.39516442418
147,2.37513364911
148,2.39696936607
149,2.38471813679
150,2.36048837185
151,2.37762104392
152,2.36849968791
153,2.36289368272
154,2.35473851323
155,2.37020353556
156,2.37903897882
157,2.36620363474
158,2.38452431798
159,2.37039712667
160,2.36303108811
161,2.37767629266
162,2.35141975641
163,2.35960560918
164,2.36167823911
165,2.35160969377
166,2.36738953471
167,2.37021700144
168,2.3581549418
169,2.35708732724
170,2.35856261373
171,2.3755875349
172,2.37158359528
173,2.34936339498
174,2.37013309956
175,2.36083072066
176,2.36424377561
177,2.34269539475
178,2.35751425147
179,2.37068845153
180,2.35939813972
181,2.36367410898
182,2.35799688458
183,2.35518186569
184,2.37644441724
185,2.36439173818
186,2.36295949459
187,2.36607900739
188,2.3571094799
189,2.35413013935
190,2.35391280055
191,2.36381023049
192,2.35014199853
193,2.35561950564
194,2.35423194647
195,2.35822016478
196,2.36519592881
197,2.37081385374
198,2.35711190224
199,2.36671214223
200,2.34025250793
201,2.33731462002
202,2.3250570333
203,2.32761194348
204,2.3257758534
205,2.33270564795
206,2.32466988444
207,2.34454419613
208,2.33460498571
209,2.32443248749
210,2.34014394522
211,2.34734021544
212,2.32508550167
213,2.32419260383
214,2.33254895687
215,2.34257717371
216,2.3210944438
217,2.34949643612
218,2.32523485303
219,2.32189858079
220,2.32640987873
221,2.33996244669
222,2.33823598027
223,2.34591682911
224,2.33142777443
225,2.34890372753
226,2.32447039127
227,2.33389755607
228,2.34026219845
229,2.34386005402
230,2.31014440298
231,2.33436543703
232,2.31684903502
233,2.32148575068
234,2.33479650617
235,2.36293935299
236,2.33444986463
237,2.32107999325
238,2.32278216839
239,2.33760611534
240,2.33512298465
241,2.33261678696
242,2.33109932661
243,2.32512126684
244,2.34284693122
245,2.32978021026
246,2.33392625093
247,2.33726947069
248,2.31301051617
249,2.33015465975
250,2.30232777834
251,2.30836668849
252,2.30658285975
253,2.31016006231
254,2.29611405969
255,2.30808428884
256,2.3095254612
257,2.321094594
258,2.31498321772
259,2.30145440221
260,2.30671446443
261,2.3154284513
262,2.30645392179
263,2.3066534102
264,2.31265638113
265,2.30170546651
266,2.30618224859
267,2.30796588659
268,2.27932716727
269,2.30362336755
270,2.31471890688
271,2.30924107194
272,2.29775253057
273,2.29582676888
274,2.33768277764
275,2.31798508644
276,2.31451732516
277,2.30685190678
278,2.33628620982
279,2.30562780142
280,2.30231788158
281,2.29713112354
282,2.33675989032
283,2.32427271247
284,2.30573596478
285,2.31929435849
286,2.31497193694
287,2.31541173935
288,2.32539930105
289,2.32390624881
290,2.30707977772
291,2.31006068349
292,2.30136304975
293,2.30211159229
294,2.32203592062
295,2.2927239573
296,2.29613005757
297,2.30269562125
298,2.30638803363
299,2.32447393179
300,2.28070264339
301,2.26463112235
302,2.27159023643
303,2.2706677115
304,2.26515408039
305,2.25755298376
306,2.28649481297
307,2.28287975073
308,2.26140333295
309,2.24861052394
310,2.29011401772
311,2.25727703929
312,2.27488546133
313,2.26207368851
314,2.27179339647
315,2.25219843507
316,2.27333490372
317,2.26824013591
318,2.28136970401
319,2.26290409327
320,2.28066518307
321,2.26806132078
322,2.27377369881
323,2.26969104528
324,2.25781837702
325,2.26987610579
326,2.25949882984
327,2.27055938244
328,2.25987199306
329,2.28305569053
330,2.27089220285
331,2.26974648595
332,2.28468043923
333,2.26149864674
334,2.27501939654
335,2.27504398823
336,2.27829974771
337,2.27850477338
338,2.2547486794
339,2.28742170215
340,2.27423265338
341,2.27099104762
342,2.27883493304
343,2.27437285066
344,2.28228266954
345,2.28043527365
346,2.27810863256
347,2.27982106566
348,2.27193483472
349,2.26790703416
350,2.2417704308
351,2.25246908426
352,2.26176388144
353,2.26083576441
354,2.25821688175
355,2.26963102341
356,2.26228582144
357,2.24868172765
358,2.26421597958
359,2.23964495182
360,2.25150782347
361,2.25503664255
362,2.25688032985
363,2.25741951108
364,2.26019729376
365,2.26388489366
366,2.27440850377
367,2.26460764289
368,2.2667826581
369,2.24121418118
370,2.26773649931
371,2.25088826895
372,2.2605051434
373,2.25063573003
374,2.26857161999
375,2.25478111744
376,2.2496969974
377,2.26582386971
378,2.27063504219
379,2.2632992053
380,2.27056634665
381,2.25480561256
382,2.25951856613
383,2.24985670328
384,2.26041708827
385,2.2725033474
386,2.26998245478
387,2.26610755444
388,2.26239975929
389,2.2622154057
390,2.28300732374
391,2.26275080085
392,2.24613687992
393,2.28756120205
394,2.28276563525
395,2.26991505861
396,2.26014769316
397,2.25255092025
398,2.26948821902
399,2.2370740664
400,2.24559325695
401,2.24044278979
402,2.23138994455
403,2.24237891078
404,2.23523983955
405,2.2546086514
406,2.24916248918
407,2.25781263113
408,2.2731250608
409,2.24122586489
410,2.25630067587
411,2.25242592335
412,2.25233206511
413,2.23551609874
414,2.24536667824
415,2.24800728798
416,2.25107883453
417,2.24760853291
418,2.25181930184
419,2.26165963769
420,2.23732501388
421,2.24687721491
422,2.26132149458
423,2.25124315262
424,2.25404320478
425,2.27389019608
426,2.27190881491
427,2.23723737836
428,2.26358568788
429,2.25555143476
430,2.2370532763
431,2.2481430316
432,2.25163297892
433,2.24432901144
434,2.26276325464
435,2.26235456944
436,2.2621066916
437,2.25398625851
438,2.23884956479
439,2.24539647698
440,2.25315445781
441,2.25554400802
442,2.25385344386
443,2.26236881375
444,2.25416345716
445,2.26029386282
446,2.24676011801
447,2.26567061663
448,2.25599226117
449,2.26931528211
450,2.24068831444
451,2.23848056555
452,2.25300133944
453,2.23251741409
454,2.23978752851
455,2.26086475492
456,2.25747464776
457,2.25866795897
458,2.23733499169
459,2.24797468066
460,2.24263297439
461,2.24304287672
462,2.23374880195
463,2.26137424946
464,2.24226083994
465,2.24960210919
466,2.24967988014
467,2.24463552713
468,2.23451162457
469,2.25624924898
470,2.23525285363
471,2.24576826692
472,2.24936345339
473,2.22656217337
474,2.24112270951
475,2.23798945189
476,2.2303737545
477,2.24819181561
478,2.2591933465
479,2.2656732893
480,2.23443717599
481,2.23915057182
482,2.23560914755
483,2.24302464485
484,2.25615015268
485,2.22706771851
486,2.23714885712
487,2.24650247574
488,2.23848206043
489,2.23881555915
490,2.23373012662
491,2.24641714811
492,2.2548230958
493,2.24962731957
494,2.24152919412
495,2.2498452127
496,2.24999338031
497,2.25628081679
498,2.26400182724
499,2.2497740984
500,2.24786929965
501,2.2346198678
502,2.23322015882
503,2.23947778106
504,2.22695006967
505,2.23804305315
506,2.23740766644
507,2.24448389053
508,2.2291617775
